bank_id,category_id,merchant_details,discount,offer_validity,offer_details_1,image_url,more_details_url
11,4,House of Fashions,25%,"15th,23rd March & 6th,8th April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057868301_151.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,The Kids Wear House,25%,"31st March & 1st,2nd April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057868871_152.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Piyarathna Tex,30%,"28th,29th March & 4th April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057869311_153.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Sarathchandra Textiles,30%,"23rd,24th March & 4th April",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057869737_154.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Super Fashion Panadura,30%,16th & 17th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057870165_155.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Dilly & Carlo,30%,3rd & 4th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057870573_156.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Nora Reed,30%,"22nd,23rd & 30th March 2025",Excluding Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057871115_157.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Fashion Enuli,30%,28th & 29th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057873157_158.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Zigzag,30%,10th to 12th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057874705_159.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Saree Mandir,25%,29th & 30th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057875090_160.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Spring & Summer,25%,"15th,16th & 28th,29th March 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057875527_161.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Mimosa,25%,26th to 28th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057875961_162.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,The Vantas Studio,25%,26th to 28th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057876346_163.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Double XL,25%,24th & 25th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057876830_164.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Shopimo,25%,29th & 30th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057877426_165.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Damro Diliganz (Colpetty & Gampaha),20%,3rd & 4th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057877847_166.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Dirali,20%,3rd & 4th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057878226_167.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,The Factory Outlet,25%,17th to 19th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057878571_168.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,RV Fashion,25%,"22nd,23rd March & 5th,6th April 2025",Excluding Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057879042_169.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Molly Boulevard,20%,7th to 9th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057879473_170.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Chenara dodge,20%,2nd & 3rd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057880194_171.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,ODEL Outlet Store,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057880693_172.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Crocodile,30%,9th & 10th April 2025,Excluding Consignment Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057881250_173.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Shirt Works,30%,9th & 10th April 2025,Excluding Consignment Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057881650_174.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,ODEL,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057882072_175.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,LUV SL,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057882516_176.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Samsonite,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057882986_177.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Cotton Collection,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057883391_178.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Galleria,30%,1st & 2nd April 2025,Excluding Watches,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057883820_179.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,COCO,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057884245_180.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Odel Sports,30%,1st & 2nd April 2025,On Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057884680_181.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Calvin Klein,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057885094_182.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Armani Exchange,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057885637_183.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Tommy Hilfiger,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057886045_184.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Charles & Keith,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057886393_185.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,ALDO,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057886823_186.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Nike,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057887211_187.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Adidas Originals,30%,1st & 2nd April 2025,One Galle Face Mall,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057887601_188.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Adidas,30%,1st & 2nd April 2025,One Galle Face Mall,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057888011_189.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Vero Moda,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057888456_190.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,The Toy Store,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057888946_191.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Yamamay,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057889436_192.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,MANGO,30%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057889887_193.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Heaven City,30%,22nd & 23rd March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057890301_194.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Emerald,30%,9th & 10th April 2025,Excluding Consignment Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057892177_195.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Saheli Fashion,25%,5th & 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057893940_196.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Tiyana Fashion,30%,27th & 30th March 2025,"Minimum Bill Value Rs. 5,000/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057894339_197.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Tiyana BigCity,30%,27th & 30th March 2025,"Minimum Bill Value Rs. 5,000/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057894880_198.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Hemantha Textiles,30%,"18th,31st March & 3rd April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057895327_199.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Avirate,30%,31st March & 1st April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057895756_200.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Aditi Infinity,30%,27th & 28th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057896128_201.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Opal,30%,"18th,31st March & 3rd April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057896505_202.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Front Line,20%,24th March & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057898709_203.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Minuk Fashion,25%,27th & 28th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057900357_204.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,A5 Retail,25%,26th to 31st March & 15th to 19th April 2025,"Minimum Bill Value-Rs.5,000/-",,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Ruwans Tex,25%,5th & 6th April 2025,,,https://www.peoplesbank.lk/clothing-credit-card/
11,4,The Kids Wear House,20%,7th & 8th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057900801_207.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Sunimal's,25%,5th & 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057901366_208.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Cool Planet,20%,24th & 25th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057901811_209.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,CIB Shopping Centre,20%,8th & 9th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057902200_210.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Ari Elle,20%,8th & 9th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057902661_211.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,CIB Curtains,20%,8th & 9th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057903084_212.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Wijaya House of Tailors,20%,8th & 9th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057903600_213.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Wijaya Saree Mandir,20%,8th & 9th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057904030_214.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Velona,25%,19th & 20th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057904518_215.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Arista,25%,19th & 20th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057904936_216.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Handloom Gallery,20%,"22nd,23rd March & 4th to 6th April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057905382_217.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Nirmani Dress Point,20%,27th & 30th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057905850_218.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,New Manel,25%,30th & 31st March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057906302_219.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Prasad Fashion Square,25%,"16th,27th,28th March & 5th,6th April 2025","Minimum Bill Value Rs.6,000/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057906758_220.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Prasad Textile,25%,"16th,27th,28th March & 5th,6th April 2025","Minimum Bill Value Rs.6,000/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057907218_221.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Sriyani Dresspoint,20%,15th & 16th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057907611_222.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,The Factory Outlet,20%,3rd & 4th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057908103_223.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Vidumini Fashion,20%,4th & 5th April 2025,"Minimum Bill Value-Rs.5,000/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057908479_224.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,G C S Fashion - Polonnaruwa,20%,"29th,30th March & 5th,6th April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057909006_225.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Galle City Stores - Polonnaruwa,20%,"29th,30th March & 5th,6th April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057909424_226.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Cotton Island,20%,1st to 3rd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057909976_227.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Uptown Kandy,20%,31st March & 1st April 2025,Excluding Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057910431_228.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,ZUZI,20%,19th March & 3rd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057910848_229.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Supul Collection,20%,23rd March & 1st April  2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057911291_230.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Arienti,20%,20th & 23rd March 2025,"Minimum Bill Value-Rs.7,500/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057911691_231.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Nolimit,25%,2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057912038_232.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Kelly felder,25%,7th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057912390_233.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Redvers Buller,25%,7th April 2025,(At Colombo 03& CCC),https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057912801_234.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Scylla Zelus,25%,7th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057913312_235.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Jump Clothing,20%,23rd to 25th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057915932_236.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Level Outfitters,20%,30th & 31st March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057917788_237.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Piyara Fashion,20%,29th & 30th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057920502_238.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Gayan Inlook,20%,29th March & 5th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057921957_239.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,ASB Fashion,20%,22nd March & 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057922443_240.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Thilakma Fashion,20%,30th & 31st March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057923126_241.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Sting Clothing,25%,2nd & 3rd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057923502_242.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Mags,20%,"29th,30th March & 11th to 13th April 2025",Excluding Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057923968_243.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Molly The Fashion Circle,20%,23rd March & 5th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057925996_244.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Fashion Bug,25%,"28th March & 2nd,3rd April 2025",Excluding Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057928732_245.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Rich Look,20%,29th & 30th March 2025,"Minimum Bill Value Rs.6,000/-Excluding Selected Items",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057930883_246.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Choice Park,20%,21st March & 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057932991_247.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Kreation,20%,"21st,22nd March & 4th,12th April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057934147_248.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Atukorala Textiles,20%,28th to 31st March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057934667_249.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Nils Stores,25%,1st & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057935571_250.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Nithijaya Saree Fashion,25%,1st to 10th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057939500_251.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Queen Nithijaya,25%,1st to 10th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057941013_252.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Kandygs Handlooms,20%,21st to 23rd March 2025,"Minimum Bill Value-Rs.5,000/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057941633_253.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,AMA Dress Point,20%,28th & 29th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057942865_254.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Bayleee,20%,24th to 26th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057943823_255.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Hello Fellow,30%,26th & 27th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057944667_256.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,ComfortOn,20%,15th & 16th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057945034_257.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Linsa Fashion,20%,5th & 11th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057945683_258.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Win Mart,20%,7th & 8th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057946396_259.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Nadiya's Textile,20%,21st March & 2nd April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057947132_260.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,G & G,20%,22nd & 23rd March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057948714_261.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Akira,20%,18th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057950543_262.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Lida Fashion,20%,20th & 21st March 2025,Excluding Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057951731_263.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,BO Tex,20%,"29th,30th March & 3rd,4th April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057952884_264.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Purasanda Textiles,20%,7th to 9th April 2025,"Minimum Bill Value-Rs.5,000/- Excluding Selected Items",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057954443_265.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Fabric Warehouse,20%,7th to 9th April 2025,"Minimum Bill Value-Rs.5,000/- Excluding Selected Items",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057955046_266.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,V Smart,20%,4th & 5th April 2025,"Minimum Bill Value-Rs.5,000/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057955580_267.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Sanu Cool Fashion,20%,31st March & 4th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057956185_268.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Thilakawardhana Textiles,10%,15th & 16th March 2025,Valid Only For Shoes & Clothing,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057956658_269.jpg,https://www.peoplesbank.lk/clothing-credit-card/
